Centro;Material;Descri‡Æo do Material;C¢digo SKF;tt;;
0009;145462;ROL NATR 25PP;NATR 25 PPA;NATR 25 PPA145462;;
0014;145462;ROL NATR 25PP;NATR 25 PPA;NATR 25 PPA145462;;
0017;145462;ROL NATR 25PP;NATR 25 PPA;NATR 25 PPA145462;;
0022;145462;ROL NATR 25PP;NATR 25 PPA;NATR 25 PPA145462;;
0024;145462;ROL NATR 25PP;NATR 25 PPA;NATR 25 PPA145462;;
0026;145462;ROL NATR 25PP;NATR 25 PPA;NATR 25 PPA145462;;
0029;145462;ROL NATR 25PP;NATR 25 PPA;NATR 25 PPA145462;;
0031;145462;ROL NATR 25PP;NATR 25 PPA;NATR 25 PPA145462;;
0032;145462;ROL NATR 25PP;NATR 25 PPA;NATR 25 PPA145462;;
0175;145462;ROL NATR 25PP;NATR 25 PPA;NATR 25 PPA145462;;
0188;326808;ROLAMENTO NATR 17 PP - INA;NATR 17 PPA;NATR 17 PPA326808;;
0002;315353;Rolamento YC NATR 12;NATR 12;NATR 12315353;;
0004;315353;Rolamento YC NATR 12;NATR 12;NATR 12315353;;
0009;315353;Rolamento YC NATR 12;NATR 12;NATR 12315353;;
0014;315353;Rolamento YC NATR 12;NATR 12;NATR 12315353;;
0017;315353;Rolamento YC NATR 12;NATR 12;NATR 12315353;;
0024;315353;Rolamento YC NATR 12;NATR 12;NATR 12315353;;
0026;315353;Rolamento YC NATR 12;NATR 12;NATR 12315353;;
0031;315353;Rolamento YC NATR 12;NATR 12;NATR 12315353;;
0032;315353;Rolamento YC NATR 12;NATR 12;NATR 12315353;;
0145;315353;Rolamento YC NATR 12;NATR 12;NATR 12315353;;
0187;315353;Rolamento YC NATR 12;NATR 12;NATR 12315353;;
0188;315353;Rolamento YC NATR 12;NATR 12;NATR 12315353;;
0189;315353;Rolamento YC NATR 12;NATR 12;NATR 12315353;;
0190;315353;Rolamento YC NATR 12;NATR 12;NATR 12315353;;
0188;313251;ROLAMENTO YC NATR 10;NATR 10;NATR 10313251;;
0002;57270;ROL AGULHA NA4909 CM210011229 SIDEL;NA 4909;NA 490957270;;
0004;57270;ROL AGULHA NA4909 CM210011229 SIDEL;NA 4909;NA 490957270;;
0009;57270;ROL AGULHA NA4909 CM210011229 SIDEL;NA 4909;NA 490957270;;
0014;57270;ROL AGULHA NA4909 CM210011229 SIDEL;NA 4909;NA 490957270;;
0017;57270;ROL AGULHA NA4909 CM210011229 SIDEL;NA 4909;NA 490957270;;
0022;57270;ROL AGULHA NA4909 CM210011229 SIDEL;NA 4909;NA 490957270;;
0024;57270;ROL AGULHA NA4909 CM210011229 SIDEL;NA 4909;NA 490957270;;
0026;57270;ROL AGULHA NA4909 CM210011229 SIDEL;NA 4909;NA 490957270;;
0029;57270;ROL AGULHA NA4909 CM210011229 SIDEL;NA 4909;NA 490957270;;
0031;57270;ROL AGULHA NA4909 CM210011229 SIDEL;NA 4909;NA 490957270;;
0032;57270;ROL AGULHA NA4909 CM210011229 SIDEL;NA 4909;NA 490957270;;
0024;351078;ROLAMENTO RE NA4908 2RS C3;NA 4908.2RS;NA 4908.2RS351078;;
0004;198777;ROL AGULHA NA4908 SEP ACO ANEL INT ABERT;NA 4908;NA 4908198777;;
0024;198777;ROL AGULHA NA4908 SEP ACO ANEL INT ABERT;NA 4908;NA 4908198777;;
0002;7238;ROL 4905 RNA/NA;NA 4905;NA 49057238;;
0004;7238;ROL 4905 RNA/NA;NA 4905;NA 49057238;;
0014;7238;ROL 4905 RNA/NA;NA 4905;NA 49057238;;
0017;7238;ROL 4905 RNA/NA;NA 4905;NA 49057238;;
0024;7238;ROL 4905 RNA/NA;NA 4905;NA 49057238;;
0002;20533;ROL NA 4904 2RS1;NA 4904.2RS;NA 4904.2RS20533;;
0004;20533;ROL NA 4904 2RS1;NA 4904.2RS;NA 4904.2RS20533;;
0009;20533;ROL NA 4904 2RS1;NA 4904.2RS;NA 4904.2RS20533;;
0014;20533;ROL NA 4904 2RS1;NA 4904.2RS;NA 4904.2RS20533;;
0017;20533;ROL NA 4904 2RS1;NA 4904.2RS;NA 4904.2RS20533;;
0022;20533;ROL NA 4904 2RS1;NA 4904.2RS;NA 4904.2RS20533;;
0024;20533;ROL NA 4904 2RS1;NA 4904.2RS;NA 4904.2RS20533;;
0026;20533;ROL NA 4904 2RS1;NA 4904.2RS;NA 4904.2RS20533;;
0029;20533;ROL NA 4904 2RS1;NA 4904.2RS;NA 4904.2RS20533;;
0031;20533;ROL NA 4904 2RS1;NA 4904.2RS;NA 4904.2RS20533;;
0032;20533;ROL NA 4904 2RS1;NA 4904.2RS;NA 4904.2RS20533;;
0002;19212;ROL AGULHA NA4904 0006339230;NA 4904;NA 490419212;;
0004;19212;ROL AGULHA NA4904 0006339230;NA 4904;NA 490419212;;
0009;19212;ROL AGULHA NA4904 0006339230;NA 4904;NA 490419212;;
0014;19212;ROL AGULHA NA4904 0006339230;NA 4904;NA 490419212;;
0017;19212;ROL AGULHA NA4904 0006339230;NA 4904;NA 490419212;;
0022;19212;ROL AGULHA NA4904 0006339230;NA 4904;NA 490419212;;
0024;19212;ROL AGULHA NA4904 0006339230;NA 4904;NA 490419212;;
0026;19212;ROL AGULHA NA4904 0006339230;NA 4904;NA 490419212;;
0031;19212;ROL AGULHA NA4904 0006339230;NA 4904;NA 490419212;;
0032;19212;ROL AGULHA NA4904 0006339230;NA 4904;NA 490419212;;
0145;19212;ROL AGULHA NA4904 0006339230;NA 4904;NA 490419212;;
0187;19212;ROL AGULHA NA4904 0006339230;NA 4904;NA 490419212;;
0188;19212;ROL AGULHA NA4904 0006339230;NA 4904;NA 490419212;;
0189;19212;ROL AGULHA NA4904 0006339230;NA 4904;NA 490419212;;
0190;19212;ROL AGULHA NA4904 0006339230;NA 4904;NA 490419212;;
0186;324377;Rolamento RE NA4904 A;NA 4904;NA 4904324377;;
0190;324377;Rolamento RE NA4904 A;NA 4904;NA 4904324377;;
0002;112015;ROL NA2203-2RS;NA 2203.2RS;NA 2203.2RS112015;;
0004;112015;ROL NA2203-2RS;NA 2203.2RS;NA 2203.2RS112015;;
0009;112015;ROL NA2203-2RS;NA 2203.2RS;NA 2203.2RS112015;;
0014;112015;ROL NA2203-2RS;NA 2203.2RS;NA 2203.2RS112015;;
0017;112015;ROL NA2203-2RS;NA 2203.2RS;NA 2203.2RS112015;;
0022;112015;ROL NA2203-2RS;NA 2203.2RS;NA 2203.2RS112015;;
0024;112015;ROL NA2203-2RS;NA 2203.2RS;NA 2203.2RS112015;;
0026;112015;ROL NA2203-2RS;NA 2203.2RS;NA 2203.2RS112015;;
0029;112015;ROL NA2203-2RS;NA 2203.2RS;NA 2203.2RS112015;;
0031;112015;ROL NA2203-2RS;NA 2203.2RS;NA 2203.2RS112015;;
0032;112015;ROL NA2203-2RS;NA 2203.2RS;NA 2203.2RS112015;;
0002;39868;ROL N311 MB/P6 DI 55 DE 120 L 29;N 311 ECMB/P6;N 311 ECMB/P639868;;
0002;20196;ROL ESFERAS N311 ECMC3;N 311 ECM/P63;N 311 ECM/P6320196;;
0002;59823;ROL N216 80X140X26;N 216 ECP;N 216 ECP59823;;
0004;59823;ROL N216 80X140X26;N 216 ECP;N 216 ECP59823;;
0009;59823;ROL N216 80X140X26;N 216 ECP;N 216 ECP59823;;
0014;59823;ROL N216 80X140X26;N 216 ECP;N 216 ECP59823;;
0017;59823;ROL N216 80X140X26;N 216 ECP;N 216 ECP59823;;
0022;59823;ROL N216 80X140X26;N 216 ECP;N 216 ECP59823;;
0024;59823;ROL N216 80X140X26;N 216 ECP;N 216 ECP59823;;
0026;59823;ROL N216 80X140X26;N 216 ECP;N 216 ECP59823;;
0029;59823;ROL N216 80X140X26;N 216 ECP;N 216 ECP59823;;
0031;59823;ROL N216 80X140X26;N 216 ECP;N 216 ECP59823;;
0032;59823;ROL N216 80X140X26;N 216 ECP;N 216 ECP59823;;
0024;217990;ROL ROLO N216 80X140X26 KRN 0900051383;N 216 ECP;N 216 ECP217990;;
0026;217990;ROL ROLO N216 80X140X26 KRN 0900051383;N 216 ECP;N 216 ECP217990;;
0002;45703;ROL LM 29749/710;LM 29749/710/QCL7CVK210;LM 29749/710/QCL7CVK21045703;;
0004;45703;ROL LM 29749/710;LM 29749/710/QCL7CVK210;LM 29749/710/QCL7CVK21045703;;
0009;45703;ROL LM 29749/710;LM 29749/710/QCL7CVK210;LM 29749/710/QCL7CVK21045703;;
0014;45703;ROL LM 29749/710;LM 29749/710/QCL7CVK210;LM 29749/710/QCL7CVK21045703;;
0017;45703;ROL LM 29749/710;LM 29749/710/QCL7CVK210;LM 29749/710/QCL7CVK21045703;;
0022;45703;ROL LM 29749/710;LM 29749/710/QCL7CVK210;LM 29749/710/QCL7CVK21045703;;
0024;45703;ROL LM 29749/710;LM 29749/710/QCL7CVK210;LM 29749/710/QCL7CVK21045703;;
0026;45703;ROL LM 29749/710;LM 29749/710/QCL7CVK210;LM 29749/710/QCL7CVK21045703;;
0029;45703;ROL LM 29749/710;LM 29749/710/QCL7CVK210;LM 29749/710/QCL7CVK21045703;;
0031;45703;ROL LM 29749/710;LM 29749/710/QCL7CVK210;LM 29749/710/QCL7CVK21045703;;
0032;45703;ROL LM 29749/710;LM 29749/710/QCL7CVK210;LM 29749/710/QCL7CVK21045703;;
0002;7719;ROL AGULHA KRV40 PP INA;KRV 40 PPA;KRV 40 PPA7719;;
0188;311993;Rolamento YB KR 40;KR 40 B;KR 40 B311993;;
0190;311993;Rolamento YB KR 40;KR 40 B;KR 40 B311993;;
0002;5184;ROL AGULHA KR30 PP;KR 30 PPA;KR 30 PPA5184;;
0187;311337;Rolamento INA KR16 PP;KR 16 PPA;KR 16 PPA311337;;
0004;219626;ROL AGULHA HK 4520 00000001880;HK 4520;HK 4520219626;;
0002;138458;ROL AGULHA HK3516 2RS;HK 3516;HK 3516138458;;
0004;138458;ROL AGULHA HK3516 2RS;HK 3516;HK 3516138458;;
0009;138458;ROL AGULHA HK3516 2RS;HK 3516;HK 3516138458;;
0014;138458;ROL AGULHA HK3516 2RS;HK 3516;HK 3516138458;;
0017;138458;ROL AGULHA HK3516 2RS;HK 3516;HK 3516138458;;
0022;138458;ROL AGULHA HK3516 2RS;HK 3516;HK 3516138458;;
0024;138458;ROL AGULHA HK3516 2RS;HK 3516;HK 3516138458;;
0026;138458;ROL AGULHA HK3516 2RS;HK 3516;HK 3516138458;;
0029;138458;ROL AGULHA HK3516 2RS;HK 3516;HK 3516138458;;
0031;138458;ROL AGULHA HK3516 2RS;HK 3516;HK 3516138458;;
0032;138458;ROL AGULHA HK3516 2RS;HK 3516;HK 3516138458;;
0175;138458;ROL AGULHA HK3516 2RS;HK 3516;HK 3516138458;;
0002;138459;ROL AGULHA HK3016 2RS;HK 3016;HK 3016138459;;
0004;138459;ROL AGULHA HK3016 2RS;HK 3016;HK 3016138459;;
0009;138459;ROL AGULHA HK3016 2RS;HK 3016;HK 3016138459;;
0014;138459;ROL AGULHA HK3016 2RS;HK 3016;HK 3016138459;;
0017;138459;ROL AGULHA HK3016 2RS;HK 3016;HK 3016138459;;
0022;138459;ROL AGULHA HK3016 2RS;HK 3016;HK 3016138459;;
0024;138459;ROL AGULHA HK3016 2RS;HK 3016;HK 3016138459;;
0026;138459;ROL AGULHA HK3016 2RS;HK 3016;HK 3016138459;;
0029;138459;ROL AGULHA HK3016 2RS;HK 3016;HK 3016138459;;
0031;138459;ROL AGULHA HK3016 2RS;HK 3016;HK 3016138459;;
0032;138459;ROL AGULHA HK3016 2RS;HK 3016;HK 3016138459;;
0175;138459;ROL AGULHA HK3016 2RS;HK 3016;HK 3016138459;;
0002;11999;ROL AGULHA HK3512 DI 35 DE 42 L 12;HK 3012;HK 301211999;;
0004;11999;ROL AGULHA HK3512 DI 35 DE 42 L 12;HK 3012;HK 301211999;;
0009;11999;ROL AGULHA HK3512 DI 35 DE 42 L 12;HK 3012;HK 301211999;;
0014;11999;ROL AGULHA HK3512 DI 35 DE 42 L 12;HK 3012;HK 301211999;;
0017;11999;ROL AGULHA HK3512 DI 35 DE 42 L 12;HK 3012;HK 301211999;;
0022;11999;ROL AGULHA HK3512 DI 35 DE 42 L 12;HK 3012;HK 301211999;;
0024;11999;ROL AGULHA HK3512 DI 35 DE 42 L 12;HK 3012;HK 301211999;;
0026;11999;ROL AGULHA HK3512 DI 35 DE 42 L 12;HK 3012;HK 301211999;;
0029;11999;ROL AGULHA HK3512 DI 35 DE 42 L 12;HK 3012;HK 301211999;;
0031;11999;ROL AGULHA HK3512 DI 35 DE 42 L 12;HK 3012;HK 301211999;;
0032;11999;ROL AGULHA HK3512 DI 35 DE 42 L 12;HK 3012;HK 301211999;;
0002;70245;ROL HK 2526;HK 2526;HK 252670245;;
0004;70245;ROL HK 2526;HK 2526;HK 252670245;;
0009;70245;ROL HK 2526;HK 2526;HK 252670245;;
0014;70245;ROL HK 2526;HK 2526;HK 252670245;;
0017;70245;ROL HK 2526;HK 2526;HK 252670245;;
0022;70245;ROL HK 2526;HK 2526;HK 252670245;;
0024;70245;ROL HK 2526;HK 2526;HK 252670245;;
0026;70245;ROL HK 2526;HK 2526;HK 252670245;;
0029;70245;ROL HK 2526;HK 2526;HK 252670245;;
0031;70245;ROL HK 2526;HK 2526;HK 252670245;;
0032;70245;ROL HK 2526;HK 2526;HK 252670245;;
0145;70245;ROL HK 2526;HK 2526;HK 252670245;;
0187;70245;ROL HK 2526;HK 2526;HK 252670245;;
0188;70245;ROL HK 2526;HK 2526;HK 252670245;;
0189;70245;ROL HK 2526;HK 2526;HK 252670245;;
0190;70245;ROL HK 2526;HK 2526;HK 252670245;;
0002;19428;ROL HK 2520;HK 2520;HK 252019428;;
0004;19428;ROL HK 2520;HK 2520;HK 252019428;;
0009;19428;ROL HK 2520;HK 2520;HK 252019428;;
0014;19428;ROL HK 2520;HK 2520;HK 252019428;;
0017;19428;ROL HK 2520;HK 2520;HK 252019428;;
0022;19428;ROL HK 2520;HK 2520;HK 252019428;;
0024;19428;ROL HK 2520;HK 2520;HK 252019428;;
0026;19428;ROL HK 2520;HK 2520;HK 252019428;;
0029;19428;ROL HK 2520;HK 2520;HK 252019428;;
0031;19428;ROL HK 2520;HK 2520;HK 252019428;;
0032;19428;ROL HK 2520;HK 2520;HK 252019428;;
0187;314443;Rolamento ES HK 2520;HK 2520;HK 2520314443;;
0002;12000;ROL AGULHA HK2512B;HK 2512;HK 251212000;;
0004;12000;ROL AGULHA HK2512B;HK 2512;HK 251212000;;
0009;12000;ROL AGULHA HK2512B;HK 2512;HK 251212000;;
0014;12000;ROL AGULHA HK2512B;HK 2512;HK 251212000;;
0017;12000;ROL AGULHA HK2512B;HK 2512;HK 251212000;;
0022;12000;ROL AGULHA HK2512B;HK 2512;HK 251212000;;
0024;12000;ROL AGULHA HK2512B;HK 2512;HK 251212000;;
0026;12000;ROL AGULHA HK2512B;HK 2512;HK 251212000;;
0029;12000;ROL AGULHA HK2512B;HK 2512;HK 251212000;;
0031;12000;ROL AGULHA HK2512B;HK 2512;HK 251212000;;
0032;12000;ROL AGULHA HK2512B;HK 2512;HK 251212000;;
0002;5639;ROL KH 2030 P/ PP INA;HK 2030;HK 20305639;;
0004;5639;ROL KH 2030 P/ PP INA;HK 2030;HK 20305639;;
0009;5639;ROL KH 2030 P/ PP INA;HK 2030;HK 20305639;;
0014;5639;ROL KH 2030 P/ PP INA;HK 2030;HK 20305639;;
0017;5639;ROL KH 2030 P/ PP INA;HK 2030;HK 20305639;;
0020;5639;ROL KH 2030 P/ PP INA;HK 2030;HK 20305639;;
0022;5639;ROL KH 2030 P/ PP INA;HK 2030;HK 20305639;;
0024;5639;ROL KH 2030 P/ PP INA;HK 2030;HK 20305639;;
0026;5639;ROL KH 2030 P/ PP INA;HK 2030;HK 20305639;;
0029;5639;ROL KH 2030 P/ PP INA;HK 2030;HK 20305639;;
0031;5639;ROL KH 2030 P/ PP INA;HK 2030;HK 20305639;;
0032;5639;ROL KH 2030 P/ PP INA;HK 2030;HK 20305639;;
0145;5639;ROL KH 2030 P/ PP INA;HK 2030;HK 20305639;;
0186;5639;ROL KH 2030 P/ PP INA;HK 2030;HK 20305639;;
0187;5639;ROL KH 2030 P/ PP INA;HK 2030;HK 20305639;;
0188;5639;ROL KH 2030 P/ PP INA;HK 2030;HK 20305639;;
0189;5639;ROL KH 2030 P/ PP INA;HK 2030;HK 20305639;;
0190;5639;ROL KH 2030 P/ PP INA;HK 2030;HK 20305639;;
0188;320100;Rolamento ES HK 2016;HK 2016;HK 2016320100;;
0188;320098;Rolamento ES HK 2012;HK 2012;HK 2012320098;;
0188;319938;Rolamento ES HK 1616;HK 1616;HK 1616319938;;
0188;306885;Rolamento ES HK 1614;HK 1614 RS;HK 1614 RS306885;;
0002;136133;ROL HK1214 12X18X14 2RS;HK 1214 RS;HK 1214 RS136133;;
0004;136133;ROL HK1214 12X18X14 2RS;HK 1214 RS;HK 1214 RS136133;;
0009;136133;ROL HK1214 12X18X14 2RS;HK 1214 RS;HK 1214 RS136133;;
0014;136133;ROL HK1214 12X18X14 2RS;HK 1214 RS;HK 1214 RS136133;;
0017;136133;ROL HK1214 12X18X14 2RS;HK 1214 RS;HK 1214 RS136133;;
0022;136133;ROL HK1214 12X18X14 2RS;HK 1214 RS;HK 1214 RS136133;;
0024;136133;ROL HK1214 12X18X14 2RS;HK 1214 RS;HK 1214 RS136133;;
0026;136133;ROL HK1214 12X18X14 2RS;HK 1214 RS;HK 1214 RS136133;;
0029;136133;ROL HK1214 12X18X14 2RS;HK 1214 RS;HK 1214 RS136133;;
0031;136133;ROL HK1214 12X18X14 2RS;HK 1214 RS;HK 1214 RS136133;;
0032;136133;ROL HK1214 12X18X14 2RS;HK 1214 RS;HK 1214 RS136133;;
0175;136133;ROL HK1214 12X18X14 2RS;HK 1214 RS;HK 1214 RS136133;;
0187;325119;Rolamento ES HK 1210;HK 1210 E;HK 1210 E325119;;
0187;317887;Rolamento ES HK 0509;HK 0509;HK 0509317887;;
0002;146149;ROL FYTB 506;FYTB 506 M;FYTB 506 M146149;;
0004;146149;ROL FYTB 506;FYTB 506 M;FYTB 506 M146149;;
0009;146149;ROL FYTB 506;FYTB 506 M;FYTB 506 M146149;;
0014;146149;ROL FYTB 506;FYTB 506 M;FYTB 506 M146149;;
0017;146149;ROL FYTB 506;FYTB 506 M;FYTB 506 M146149;;
0022;146149;ROL FYTB 506;FYTB 506 M;FYTB 506 M146149;;
0024;146149;ROL FYTB 506;FYTB 506 M;FYTB 506 M146149;;
0026;146149;ROL FYTB 506;FYTB 506 M;FYTB 506 M146149;;
0029;146149;ROL FYTB 506;FYTB 506 M;FYTB 506 M146149;;
0031;146149;ROL FYTB 506;FYTB 506 M;FYTB 506 M146149;;
0032;146149;ROL FYTB 506;FYTB 506 M;FYTB 506 M146149;;
0175;146149;ROL FYTB 506;FYTB 506 M;FYTB 506 M146149;;
0187;315243;Rolamento Gb Lm11749/11710;BT1-0606/Q;BT1-0606/Q315243;;
0187;354071;ROLAMENTO RF BS2 2216 2RS VT143;BS2-2216-2RS/VT143;BS2-2216-2RS/VT143354071;;
0017;143327;ROL ESF AUTCOMP BS2 - 2212 - 2CS/VT143;BS2-2213-2CS/VT143;BS2-2213-2CS/VT143143327;;
0022;143327;ROL ESF AUTCOMP BS2 - 2212 - 2CS/VT143;BS2-2213-2CS/VT143;BS2-2213-2CS/VT143143327;;
0024;143327;ROL ESF AUTCOMP BS2 - 2212 - 2CS/VT143;BS2-2213-2CS/VT143;BS2-2213-2CS/VT143143327;;
0175;143327;ROL ESF AUTCOMP BS2 - 2212 - 2CS/VT143;BS2-2213-2CS/VT143;BS2-2213-2CS/VT143143327;;
0187;143327;ROL ESF AUTCOMP BS2 - 2212 - 2CS/VT143;BS2-2213-2CS/VT143;BS2-2213-2CS/VT143143327;;
0187;354101;ROLAMENTO RF BS2 2212 2RS VT143;BS2-2212-2RS/VT143;BS2-2212-2RS/VT143354101;;
0187;357312;ROLAMENTO RF BS2 2212 2RS VT143;BS2-2212-2RS/VT143;BS2-2212-2RS/VT143357312;;
0187;357313;ROLAMENTO RF BS2 2216 2RS VT143;BS2-2212-2RS/VT143;BS2-2212-2RS/VT143357313;;
0002;32627;ROL AGULHA BK1015 10X14X15;BK 1015;BK 101532627;;
0014;32627;ROL AGULHA BK1015 10X14X15;BK 1015;BK 101532627;;
0022;32627;ROL AGULHA BK1015 10X14X15;BK 1015;BK 101532627;;
0175;32627;ROL AGULHA BK1015 10X14X15;BK 1015;BK 101532627;;
0002;64348;ROL BC1-0314;BC1-0314;BC1-031464348;;
0014;64348;ROL BC1-0314;BC1-0314;BC1-031464348;;
0017;64348;ROL BC1-0314;BC1-0314;BC1-031464348;;
0024;64348;ROL BC1-0314;BC1-0314;BC1-031464348;;
0187;64348;ROL BC1-0314;BC1-0314;BC1-031464348;;
0002;118456;ROL ROLO CIL W4235 SKF/BC1-0313;BC1-0313;BC1-0313118456;;
0009;118456;ROL ROLO CIL W4235 SKF/BC1-0313;BC1-0313;BC1-0313118456;;
0024;118456;ROL ROLO CIL W4235 SKF/BC1-0313;BC1-0313;BC1-0313118456;;
0026;118456;ROL ROLO CIL W4235 SKF/BC1-0313;BC1-0313;BC1-0313118456;;
0004;37713;ROL 6590 AXK;AXK 6590;AXK 659037713;;
0014;37713;ROL 6590 AXK;AXK 6590;AXK 659037713;;
0002;109343;COROA ROL AXIAL AXK5578;AXK 5578;AXK 5578109343;;
0004;109343;COROA ROL AXIAL AXK5578;AXK 5578;AXK 5578109343;;
0009;109343;COROA ROL AXIAL AXK5578;AXK 5578;AXK 5578109343;;
0014;109343;COROA ROL AXIAL AXK5578;AXK 5578;AXK 5578109343;;
0017;109343;COROA ROL AXIAL AXK5578;AXK 5578;AXK 5578109343;;
0022;109343;COROA ROL AXIAL AXK5578;AXK 5578;AXK 5578109343;;
0024;109343;COROA ROL AXIAL AXK5578;AXK 5578;AXK 5578109343;;
0026;109343;COROA ROL AXIAL AXK5578;AXK 5578;AXK 5578109343;;
0029;109343;COROA ROL AXIAL AXK5578;AXK 5578;AXK 5578109343;;
0031;109343;COROA ROL AXIAL AXK5578;AXK 5578;AXK 5578109343;;
0032;109343;COROA ROL AXIAL AXK5578;AXK 5578;AXK 5578109343;;
0145;109343;COROA ROL AXIAL AXK5578;AXK 5578;AXK 5578109343;;
0187;109343;COROA ROL AXIAL AXK5578;AXK 5578;AXK 5578109343;;
0188;109343;COROA ROL AXIAL AXK5578;AXK 5578;AXK 5578109343;;
0189;109343;COROA ROL AXIAL AXK5578;AXK 5578;AXK 5578109343;;
0190;109343;COROA ROL AXIAL AXK5578;AXK 5578;AXK 5578109343;;
0187;271172;Rolamento NSK 7315BECBM;7315 BECBM;7315 BECBM271172;;
0002;7301;ROL CONT ANGULAR 7304 BFP;7314 BEP;7314 BEP7301;;
0004;7301;ROL CONT ANGULAR 7304 BFP;7314 BEP;7314 BEP7301;;
0009;7301;ROL CONT ANGULAR 7304 BFP;7314 BEP;7314 BEP7301;;
0014;7301;ROL CONT ANGULAR 7304 BFP;7314 BEP;7314 BEP7301;;
0017;7301;ROL CONT ANGULAR 7304 BFP;7314 BEP;7314 BEP7301;;
0022;7301;ROL CONT ANGULAR 7304 BFP;7314 BEP;7314 BEP7301;;
0024;7301;ROL CONT ANGULAR 7304 BFP;7314 BEP;7314 BEP7301;;
0026;7301;ROL CONT ANGULAR 7304 BFP;7314 BEP;7314 BEP7301;;
0029;7301;ROL CONT ANGULAR 7304 BFP;7314 BEP;7314 BEP7301;;
0031;7301;ROL CONT ANGULAR 7304 BFP;7314 BEP;7314 BEP7301;;
0032;7301;ROL CONT ANGULAR 7304 BFP;7314 BEP;7314 BEP7301;;
0004;64324;ROL 7313 BE DI 65 DE 140 L 33;7313 BEP;7313 BEP64324;;
0014;64324;ROL 7313 BE DI 65 DE 140 L 33;7313 BEP;7313 BEP64324;;
0004;188513;ROL 7313 BG;7313 BEGAP;7313 BEGAP188513;;
0014;188513;ROL 7313 BG;7313 BEGAP;7313 BEGAP188513;;
0026;188513;ROL 7313 BG;7313 BEGAP;7313 BEGAP188513;;
0002;225517;ROL 7313 BG (3ø);7313 BEGAP;7313 BEGAP225517;;
0188;268733;ROLAMENTO GA 7313 BTVP;7313 BEGAP;7313 BEGAP268733;;
0002;29482;ROL 7313 BECB;7313 BECBP;7313 BECBP29482;;
0014;29482;ROL 7313 BECB;7313 BECBP;7313 BECBP29482;;
0032;29482;ROL 7313 BECB;7313 BECBP;7313 BECBP29482;;
0187;314459;Rolamento Ga 7313 Becbp;7313 BECBP;7313 BECBP314459;;
0189;314459;Rolamento Ga 7313 Becbp;7313 BECBP;7313 BECBP314459;;
0002;19371;ROL 7312 BECBP;7312 BECBP;7312 BECBP19371;;
0004;19371;ROL 7312 BECBP;7312 BECBP;7312 BECBP19371;;
0017;19371;ROL 7312 BECBP;7312 BECBP;7312 BECBP19371;;
0002;6252;ROL 7312 BECBM DI 60 DE 130 L 31;7312 BECBM;7312 BECBM6252;;
0004;6252;ROL 7312 BECBM DI 60 DE 130 L 31;7312 BECBM;7312 BECBM6252;;
0009;6252;ROL 7312 BECBM DI 60 DE 130 L 31;7312 BECBM;7312 BECBM6252;;
0014;6252;ROL 7312 BECBM DI 60 DE 130 L 31;7312 BECBM;7312 BECBM6252;;
0017;6252;ROL 7312 BECBM DI 60 DE 130 L 31;7312 BECBM;7312 BECBM6252;;
0022;6252;ROL 7312 BECBM DI 60 DE 130 L 31;7312 BECBM;7312 BECBM6252;;
0024;6252;ROL 7312 BECBM DI 60 DE 130 L 31;7312 BECBM;7312 BECBM6252;;
0026;6252;ROL 7312 BECBM DI 60 DE 130 L 31;7312 BECBM;7312 BECBM6252;;
0029;6252;ROL 7312 BECBM DI 60 DE 130 L 31;7312 BECBM;7312 BECBM6252;;
0031;6252;ROL 7312 BECBM DI 60 DE 130 L 31;7312 BECBM;7312 BECBM6252;;
0032;6252;ROL 7312 BECBM DI 60 DE 130 L 31;7312 BECBM;7312 BECBM6252;;
0175;6252;ROL 7312 BECBM DI 60 DE 130 L 31;7312 BECBM;7312 BECBM6252;;
0187;6252;ROL 7312 BECBM DI 60 DE 130 L 31;7312 BECBM;7312 BECBM6252;;
0002;32734;ROL 7312 BMPUA-P6;7312 BECBM;7312 BECBM32734;;
0004;32734;ROL 7312 BMPUA-P6;7312 BECBM;7312 BECBM32734;;
0009;32734;ROL 7312 BMPUA-P6;7312 BECBM;7312 BECBM32734;;
0014;32734;ROL 7312 BMPUA-P6;7312 BECBM;7312 BECBM32734;;
0017;32734;ROL 7312 BMPUA-P6;7312 BECBM;7312 BECBM32734;;
0022;32734;ROL 7312 BMPUA-P6;7312 BECBM;7312 BECBM32734;;
0024;32734;ROL 7312 BMPUA-P6;7312 BECBM;7312 BECBM32734;;
0026;32734;ROL 7312 BMPUA-P6;7312 BECBM;7312 BECBM32734;;
0029;32734;ROL 7312 BMPUA-P6;7312 BECBM;7312 BECBM32734;;
0031;32734;ROL 7312 BMPUA-P6;7312 BECBM;7312 BECBM32734;;
0032;32734;ROL 7312 BMPUA-P6;7312 BECBM;7312 BECBM32734;;
0002;4653;ROL 7311 BEP DI 55 DE 120 L 29;7311 BEP;7311 BEP4653;;
0017;4653;ROL 7311 BEP DI 55 DE 120 L 29;7311 BEP;7311 BEP4653;;
0002;47526;ROL 7311 B-TVP DI 55 DE 120 L 29;7311 BEP;7311 BEP47526;;
0017;47526;ROL 7311 B-TVP DI 55 DE 120 L 29;7311 BEP;7311 BEP47526;;
0024;47526;ROL 7311 B-TVP DI 55 DE 120 L 29;7311 BEP;7311 BEP47526;;
